id,posture_key,posture_ko,equipment_en,equipment_ko,exercise_en,exercise_ko,purpose,how_to_do,sets_reps,key_cues,precaution
45,Trunk Lateral Shift,체간 편위,Ladder Barrel,래더 배럴,Hundred - Basic (2-2),브릿지 - Basic (2-2),자세 교정과 정렬 회복,"① 시작자세: 래더 배럴 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 15회, 템포 2-2.",2세트 x 15회,"견갑 하강 유지, 호흡과 함께 부드럽게, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
46,Posterior Pelvic Tilt,골반 후방경사,Reformer,리포머,Side Kick - Basic (Pulse x10),사이드킥 - Basic (Pulse x10),자세 교정과 정렬 회복,"① 시작자세: 리포머 위에서 사이드킥 준비 자세로 선다.
② 수행: 호흡을 내쉬며 사이드킥 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 15회, 템포 Pulse x10.",3세트 x 15회,"복부 30% 수축, 견갑 하강 유지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
47,Scapular Winging,견갑 이개,Reformer,리포머,Footwork - Basic (Isometric 5s),헌드레드 - Basic (Isometric 5s),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 리포머 위에서 헌드레드 준비 자세로 선다.
② 수행: 호흡을 내쉬며 헌드레드 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 15회, 템포 Isometric 5s.",2세트 x 15회,"갈비뼈 플레어 금지, 견갑 하강 유지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
48,Foot Supination,과도한 회외,Ladder Barrel,래더 배럴,Hundred - Intermediate (Isometric 5s),롤업 - Intermediate (Isometric 5s),코어 중심의 자세 안정성 향상,"① 시작자세: 래더 배럴 위에서 롤업 준비 자세로 선다.
② 수행: 호흡을 내쉬며 롤업 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 Isometric 5s.",4세트 x 15회,"호흡과 함께 부드럽게, 골반 중립 유지, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
49,Genu Valgum,X자 무릎,Chair,체어,Hundred - Basic (Isometric 5s),브릿지 - Basic (Isometric 5s),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 체어 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 20회, 템포 Isometric 5s.",4세트 x 20회,"좌우 균형 유지, 골반 중립 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
50,Shoulder Elevation,어깨 상승,Reformer,리포머,Plank - Advanced (Isometric 5s),브릿지 - Advanced (Isometric 5s),코어 중심의 자세 안정성 향상,"① 시작자세: 리포머 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 Isometric 5s.",2세트 x 20회,"호흡과 함께 부드럽게, 갈비뼈 플레어 금지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
51,Foot Pronation,과도한 회내,Cadillac,캐딜락,Hundred - Basic (3-1),롤업 - Basic (3-1),코어 중심의 자세 안정성 향상,"① 시작자세: 캐딜락 위에서 롤업 준비 자세로 선다.
② 수행: 호흡을 내쉬며 롤업 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 3-1.",4세트 x 15회,"복부 30% 수축, 좌우 균형 유지, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
52,Genu Varum,O자 무릎,Ladder Barrel,래더 배럴,Dead Bug - Intermediate (Pulse x10),풋워크 - Intermediate (Pulse x10),코어 중심의 자세 안정성 향상,"① 시작자세: 래더 배럴 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 코어 중심의 자세 안정성 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 10회, 템포 Pulse x10.",4세트 x 10회,"좌우 균형 유지, 복부 30% 수축, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
53,Trunk Forward Inclination,체간 전방기울기,Chair,체어,Side Kick - Basic (Isometric 5s),클램쉘 - Basic (Isometric 5s),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 체어 위에서 클램쉘 준비 자세로 선다.
② 수행: 호흡을 내쉬며 클램쉘 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 15회, 템포 Isometric 5s.",2세트 x 15회,"호흡과 함께 부드럽게, 갈비뼈 플레어 금지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
54,Anterior Pelvic Tilt,골반 과전방경사,Chair,체어,Teaser - Intermediate (3-1),스완 - Intermediate (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 체어 위에서 스완 준비 자세로 선다.
② 수행: 호흡을 내쉬며 스완 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 12회, 템포 3-1.",3세트 x 12회,"좌우 균형 유지, 견갑 하강 유지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
55,Anterior Pelvic Tilt,골반 과전방경사,Spine Corrector,스파인 코렉터,Swan - Basic (Pulse x10),티저 - Basic (Pulse x10),가동성과 근력의 균형 향상,"① 시작자세: 스파인 코렉터 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 10회, 템포 Pulse x10.",2세트 x 10회,"갈비뼈 플레어 금지, 좌우 균형 유지, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
56,Flat Back,편평등,Mat,매트,Plank - Advanced (3-1),풋워크 - Advanced (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 매트 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 20회, 템포 3-1.",3세트 x 20회,"갈비뼈 플레어 금지, 견갑 하강 유지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
57,Trunk Lateral Shift,체간 편위,Cadillac,캐딜락,Clamshell - Intermediate (2-2),브릿지 - Intermediate (2-2),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 캐딜락 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 12회, 템포 2-2.",3세트 x 12회,"갈비뼈 플레어 금지, 견갑 하강 유지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
58,Foot Pronation,과도한 회내,Reformer,리포머,Side Kick - Advanced (1-3),티저 - Advanced (1-3),가동성과 근력의 균형 향상,"① 시작자세: 리포머 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 가동성과 근력의 균형 향상에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 15회, 템포 1-3.",4세트 x 15회,"복부 30% 수축, 갈비뼈 플레어 금지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
59,Trunk Forward Inclination,체간 전방기울기,Ladder Barrel,래더 배럴,Hundred - Intermediate (1-3),브릿지 - Intermediate (1-3),자세 교정과 정렬 회복,"① 시작자세: 래더 배럴 위에서 브릿지 준비 자세로 선다.
② 수행: 호흡을 내쉬며 브릿지 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 20회, 템포 1-3.",2세트 x 20회,"골반 중립 유지, 호흡과 함께 부드럽게, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
60,Scapular Winging,견갑 이개,Spine Corrector,스파인 코렉터,Teaser - Advanced (1-3),풋워크 - Advanced (1-3),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 스파인 코렉터 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 4세트 12회, 템포 1-3.",4세트 x 12회,"호흡과 함께 부드럽게, 견갑 하강 유지, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
61,Trunk Lateral Shift,체간 편위,Ladder Barrel,래더 배럴,Swan - Basic (Isometric 5s),데드버그 - Basic (Isometric 5s),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 래더 배럴 위에서 데드버그 준비 자세로 선다.
② 수행: 호흡을 내쉬며 데드버그 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 10회, 템포 Isometric 5s.",2세트 x 10회,"복부 30% 수축, 좌우 균형 유지, 견갑 하강 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
62,Genu Varum,O자 무릎,Mat,매트,Clamshell - Basic (Pulse x10),사이드킥 - Basic (Pulse x10),자세 교정과 정렬 회복,"① 시작자세: 매트 위에서 사이드킥 준비 자세로 선다.
② 수행: 호흡을 내쉬며 사이드킥 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 Pulse x10.",2세트 x 12회,"좌우 균형 유지, 견갑 하강 유지, 호흡과 함께 부드럽게",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
63,Trunk Lateral Shift,체간 편위,Spine Corrector,스파인 코렉터,Side Kick - Basic (2-2),티저 - Basic (2-2),자세 교정과 정렬 회복,"① 시작자세: 스파인 코렉터 위에서 티저 준비 자세로 선다.
② 수행: 호흡을 내쉬며 티저 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 2-2.",2세트 x 12회,"골반 중립 유지, 갈비뼈 플레어 금지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
64,Pelvic Obliquity,골반 비틀림,Spine Corrector,스파인 코렉터,Side Kick - Advanced (1-3),헌드레드 - Advanced (1-3),자세 교정과 정렬 회복,"① 시작자세: 스파인 코렉터 위에서 헌드레드 준비 자세로 선다.
② 수행: 호흡을 내쉬며 헌드레드 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 10회, 템포 1-3.",2세트 x 10회,"견갑 하강 유지, 갈비뼈 플레어 금지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
65,Anterior Pelvic Tilt,골반 과전방경사,Ladder Barrel,래더 배럴,Side Kick - Advanced (3-1),풋워크 - Advanced (3-1),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 래더 배럴 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 10회, 템포 3-1.",2세트 x 10회,"호흡과 함께 부드럽게, 좌우 균형 유지, 골반 중립 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
66,Trunk Lateral Shift,체간 편위,Mat,매트,Roll Up - Basic (3-1),풋워크 - Basic (3-1),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 매트 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 10회, 템포 3-1.",3세트 x 10회,"견갑 하강 유지, 갈비뼈 플레어 금지, 좌우 균형 유지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
67,Anterior Pelvic Tilt,골반 과전방경사,Chair,체어,Swan - Basic (1-3),풋워크 - Basic (1-3),자세 교정과 정렬 회복,"① 시작자세: 체어 위에서 풋워크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 풋워크 동작을 실시하여 자세 교정과 정렬 회복에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 2세트 12회, 템포 1-3.",2세트 x 12회,"복부 30% 수축, 호흡과 함께 부드럽게, 갈비뼈 플레어 금지",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
68,Hyperkyphosis,흉추 과후만,Reformer,리포머,Teaser - Advanced (Isometric 5s),클램쉘 - Advanced (Isometric 5s),심부 안정근 활성화 및 신체 중심 강화,"① 시작자세: 리포머 위에서 클램쉘 준비 자세로 선다.
② 수행: 호흡을 내쉬며 클램쉘 동작을 실시하여 심부 안정근 활성화 및 신체 중심 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 12회, 템포 Isometric 5s.",3세트 x 12회,"좌우 균형 유지, 호흡과 함께 부드럽게, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
69,Genu Varum,O자 무릎,Mat,매트,Plank - Advanced (2-2),플랭크 - Advanced (2-2),과긴장된 근육 이완과 약화근 강화,"① 시작자세: 매트 위에서 플랭크 준비 자세로 선다.
② 수행: 호흡을 내쉬며 플랭크 동작을 실시하여 과긴장된 근육 이완과 약화근 강화에 집중한다.
③ 주의: 허리 과신전 금지, 견갑 하강, 복부 수축 유지.
④ 반복: 3세트 12회, 템포 2-2.",3세트 x 12회,"견갑 하강 유지, 좌우 균형 유지, 복부 30% 수축",요통이나 경추 통증이 있는 경우 범위 조절 및 전문가 지도하 실시
